location,society,total_sqft,price,bath_processed,balcony_processed,availability_encoded,area_type_encoded,size_cleaned
Kanaka Nagar,SoersTo,900.0,40.0,2,1,0,3,2
Kudlu,GKityel,720.0,33.0,1,1,0,3,1
Thanisandra,Bhmesy ,1573.0,115.0,3,2,0,3,3
Sarjapur  Road,Ahriaup,1026.0,60.8,2,1,0,3,2
Electronic City Phase II,Sryalan,1400.0,40.44,2,2,2,0,3
Sarjapur  Road,Shthi S,1150.0,48.5,2,1,0,3,2
Malleshwaram,Seardac,2400.0,380.0,3,2,0,3,3
Kothanur,Somumys,1790.0,105.0,3,2,0,3,3
Ramagondanahalli,SVovelm,1125.0,75.0,2,2,0,3,2
Hennur,Exitym ,1783.0,84.205,3,0,2,3,3
Marathahalli,Spsic C,1100.0,50.0,2,1,0,3,2
Banaswadi,Shidei ,1105.0,57.0,2,2,0,0,2
Thanisandra,Juaxyan,1110.0,46.5,2,2,0,3,2
Dasanapura,Tavenew,708.0,41.0,1,1,0,3,1
Thigalarapalya,Prtanha,3122.0,250.0,6,2,0,3,4
Sarjapur  Road,Mailsaf,1205.0,37.0,2,2,0,3,2
5th Phase JP Nagar,NDncysi,1450.0,73.0,2,2,0,3,3
Dasarahalli,Prndsde,1200.0,42.0,2,2,0,0,2
Kalena Agrahara,Mykyayi,1837.0,95.0,2,2,0,3,3
Whitefield,Prtates,1346.0,76.01,2,1,2,3,2
Balagere,Soresea,1012.0,68.0,2,1,0,0,2
Gopalapura,Sothadr,1950.2,193.0,3,2,2,3,3
Kaggadasapura,SraruSr,1500.0,60.0,2,2,0,3,3
Harlur,Prncyrn,1197.0,79.9,2,1,0,3,2
Chandapura,SunceEs,1230.0,31.37,2,2,2,3,3
Channasandra Layout,Aconyit,1563.0,52.0,2,2,0,3,3
Hebbal Kempapura,GonumPl,3729.0,384.0,4,2,0,3,4
Sarjapur  Road,Krs A C,1600.0,120.0,3,1,0,2,3
Green Glen Layout,SoosePr,1715.0,120.0,3,3,0,3,3
Ramagondanahalli,ViistLa,1151.0,42.5,2,2,2,3,2
Yelahanka,Velas V,1315.0,77.0,2,3,0,3,2
Varthur,Muistry,1600.0,63.2,3,2,2,3,3
Jakkur,BrdgeNo,1660.0,104.0,3,2,0,3,3
Kodichikkanahalli,Peace P,1299.0,58.0,2,3,0,3,2
Haralur Road,Ozensve,953.0,90.0,2,1,0,3,2
Gunjur,Paestol,1457.0,60.0,2,3,0,3,2
Yelahanka,Prdomt ,1075.0,33.53,2,1,0,3,3
Kanakpura Road,JRrnauv,1450.0,51.0,3,3,0,3,3
Iblur Village,Emine P,5515.0,425.0,6,2,0,3,5
Bellandur,Trows M,950.0,40.0,1,1,0,3,1
Amam Enclave Layout,ArBayeb,1013.0,60.0,2,2,0,3,2
Yelahanka,Apows M,1430.0,61.0,3,1,0,3,3
Anantapura,Grare S,1600.0,77.0,3,2,0,1,3
Ayappa Nagar,Viconth,1190.0,48.0,2,1,0,3,2
Ashwath Nagar,SJcerpe,1625.0,95.0,3,2,0,3,3
Lakshminarayana Pura,RothaVa,1615.0,150.0,3,2,0,3,3
Kalena Agrahara,MancyRe,1180.0,85.0,2,2,0,3,2
Bellandur,Srure S,850.0,45.0,2,1,0,0,2
HRBR Layout,Vaaveeh,1300.0,90.0,2,3,0,0,2
Hennur Road,SaireSa,1891.0,110.0,3,1,0,3,3
Hennur Road,Soncy R,1735.0,78.0,3,3,0,3,3
Bisuvanahalli,Prityel,1075.0,33.0,2,1,0,3,3
Uttarahalli,Aklia R,1590.0,57.0,3,2,0,3,3
Devanahalli,Brrds O,1010.0,58.0,2,1,0,0,2
Electronic City,Briumri,1221.0,68.0,2,2,0,3,2
Hoodi,GoAirej,1108.0,87.48,2,1,2,3,2
Sarjapur  Road,PualeSk,1370.0,70.0,2,1,2,3,2
Bhoganhalli,Rosha I,1277.0,79.89,2,1,2,3,2
Sarjapur,Peora P,2400.0,140.0,3,3,0,2,4
Electronics City Phase 1,Saent A,1321.0,40.0,2,3,0,3,3
Kanakpura Road,JRrnauv,1570.0,68.0,3,2,0,3,3
Nallurhalli,TrryaAi,1053.0,44.0,2,3,0,3,2
Hoysalanagar,PNncysi,1325.0,56.0,2,3,0,3,3
Badavala Nagar,DNncasa,1274.0,90.0,2,1,2,3,2
Whitefield,Sparam ,1317.0,52.0,2,2,0,3,2
Lakshminarayana Pura,RothaVa,1195.0,75.0,2,1,0,0,2
Whitefield,Asarqz ,2528.0,137.0,4,0,2,3,4
Kammasandra,Saineiv,940.0,35.0,2,2,0,3,2
Budigere,PrityTr,1820.0,95.5,3,2,0,0,3
Whitefield,Sudama ,1615.0,96.9,3,0,0,0,3
Subramanyapura,Mayne A,985.0,62.5,2,1,0,3,2
Attibele,Jae 2hu,656.0,25.0,2,1,0,3,2
Kaggadasapura,SLireap,1105.0,39.5,2,1,0,3,2
Whitefield,S mesci,1220.0,55.0,2,1,0,3,2
Hoodi,Macanr ,1400.0,74.0,3,2,0,0,3
Uttarahalli,Apmes H,1000.0,35.0,2,1,0,0,2
Uttarahalli,Aklia R,1330.0,57.0,2,1,0,3,3
Old Madras Road,SheldGr,1165.0,52.0,2,1,2,3,2
Budigere,PrityTr,1153.0,56.0,2,2,0,3,2
Bannerghatta Road,Puentpa,1270.0,45.0,2,2,0,0,2
RWF West Colony,PancyRe,1427.0,85.0,2,2,0,0,3
Banashankari Stage III,SaideHi,1420.0,95.0,2,2,0,3,3
Bellandur,Thesseg,1454.0,90.0,2,1,2,3,2
Whitefield,Soe 2Sa,1116.0,48.76,2,3,0,3,2
Sarjapur  Road,PualeSk,1346.0,74.03,2,1,2,3,2
Hessarghatta,StwarSi,1062.0,50.0,2,1,0,3,2
JP Nagar,Shestut,1405.0,99.0,2,1,2,3,2
Chikka Tirupathi,Theanmp,2153.0,120.0,4,3,0,2,3
Ulsoor,K borja,2135.0,170.0,3,2,0,3,3
Uttarahalli,Aklia R,1125.0,47.0,2,1,0,3,2
Doddathoguru,Prianhi,940.0,32.9,2,1,0,3,2
Hosa Road,SStusan,1063.0,32.79,2,1,2,3,2
Brookefield,Stlomg ,1382.0,84.5,2,2,0,3,2
KR Puram,RaiewLa,1400.0,60.0,2,3,0,3,3
Sarjapur  Road,Ahciace,475.0,26.0,1,1,2,3,1
Glass Factory Layout,VMlet C,1450.0,65.0,3,3,0,3,3
Kudlu,GKityel,1162.0,52.0,2,1,0,3,2
Hosa Road,Mahesr ,1161.0,48.75,2,1,2,3,2
Green Glen Layout,SoosePr,1623.29,105.0,2,2,0,3,3
Brookefield,Keorai ,1260.0,70.0,2,1,0,3,2
Billekahalli,Raony C,1672.0,190.0,3,2,0,2,4
Seegehalli,Akone R,3000.0,240.0,4,2,0,2,3
Murugeshpalya,Vauna F,1500.0,70.0,2,0,0,3,3
Budigere,Brstaue,650.0,34.545,1,0,2,3,1
Dollars Colony,Saent G,2000.0,200.0,3,3,0,3,3
Electronic City,EmrchAn,1200.0,150.0,3,2,0,2,3
Whitefield,Salesni,1400.0,56.0,2,3,0,3,3
Ramagondanahalli,DNeremo,2257.0,155.0,3,2,0,3,3
Budigere,PrityTr,1153.0,56.5,2,2,0,3,2
Sarjapur  Road,Ceiti I,1197.0,56.86,2,1,0,3,2
Siddapura,Vidgema,1150.0,90.0,2,2,0,3,2
Hoodi,GoAirej,1837.0,110.0,3,1,2,3,3
Bellandur,OriewLa,1830.0,91.86,3,3,0,3,3
Green Glen Layout,Soionar,1715.0,115.0,3,3,0,3,3
Electronic City,MancyEl,970.0,35.0,2,1,0,3,2
Siddapura,PrstaLa,5480.0,400.0,4,2,0,2,3
Sarjapur  Road,Nauha G,3040.0,135.0,4,2,0,3,4
Raja Rajeshwari Nagar,Prllsan,1168.0,66.0,2,1,2,3,2
Begur Road,Dhalsh ,1160.0,36.54,2,2,0,3,2
Mallappa Layout,Keort F,1500.0,75.0,3,2,0,0,3
Ramamurthy Nagar,Apise P,935.0,39.0,2,2,0,3,2
Domlur,Prandm ,1650.0,180.0,3,1,0,0,3
Dodsworth Layout,Prleaou,5656.0,499.0,5,0,0,2,3
Vinayak Nagar,SLayaer,1300.0,33.0,2,1,0,3,2
Kaggalipura,Baowsig,950.0,60.0,2,1,0,3,2
Ankappa Layout,Siuntar,1425.0,65.0,2,2,0,3,3
Uttarahalli,Sencys ,1165.0,42.09,1,0,0,0,2
Kalena Agrahara,Rahidhi,1510.0,78.0,3,2,0,0,3
Thanisandra,G conTh,1305.0,90.0,2,2,0,3,2
Kodigehaali,Vitat H,866.0,32.0,2,2,0,0,2
Hulimavu,Vandak ,1231.0,84.5,2,1,0,3,2
Yeshwanthpur,IBityin,2500.0,138.0,3,3,0,3,3
Whitefield,Sonviik,1140.0,55.0,2,3,0,3,2
Kanakpura Road,PrarePa,525.0,30.0,1,1,2,3,1
Old Airport Road,Jaades ,3504.0,262.0,4,2,2,3,4
Vidyaranyapura,DSestil,1100.0,41.0,2,1,0,3,2
Bannerghatta Road,Putere ,4723.0,500.0,4,3,2,2,4
Sarjapur,Prldsum,3508.0,386.0,4,1,0,2,4
Kalena Agrahara,Ajresre,1354.0,70.0,2,2,0,3,2
Basavangudi,Bousey ,2453.0,250.0,3,2,0,3,4
Electronics City Phase 1,Shitt S,1205.0,60.0,2,2,2,3,2
Doopanahalli,VancyRe,1625.0,150.0,3,1,0,1,3
Bannerghatta Road,SNity S,1520.0,80.0,2,3,0,3,3
Kadugodi,Alestrb,1762.0,109.0,3,3,2,3,3
Budigere,PrityTr,1153.0,58.0,2,2,0,3,2
Yelahanka,LedorSa,2650.0,223.0,4,1,0,3,4
Sompura,SSityri,1350.0,47.0,2,2,0,3,3
Billekahalli,Raony C,950.0,56.0,2,2,0,3,2
Jakkur,Leero C,3295.0,310.0,3,3,0,3,3
Coconut Grove Layout,Keleti ,1515.0,80.5,3,3,0,3,3
Neeladri Nagar,Vincy R,1100.0,30.0,2,2,0,3,2
Yelahanka,Pyikad ,1355.0,51.5,2,2,0,3,3
Padmanabhanagar,SollyCl,2051.0,170.0,3,2,2,3,3
BTM Layout,MRsicla,1470.0,99.0,2,2,0,3,3
Silver Springs Layout,VaantPl,1550.0,70.0,2,3,0,3,3
Bannerghatta Road,SNity S,1270.0,73.0,2,1,0,0,3
Bhoganhalli,Rosha I,2119.0,111.0,4,2,2,3,4
Hebbal Kempapura,Goateds,1600.0,170.0,3,3,0,3,3
Kudlu Gate,ACiteda,1320.0,50.0,2,2,0,3,3
Gopalkrishna Nagar,MJarlPe,2505.0,165.0,3,2,0,3,3
Tejaswini Nagar,Dhndsh ,1410.0,54.0,2,1,0,3,3
Whitefield,DNlleks,1200.0,70.0,2,3,0,3,2
Electronic City,Palleon,995.0,48.0,2,1,0,3,2
Parappana Agrahara,Peide L,1194.0,46.0,2,2,0,3,2
Sonnenahalli,Skacak ,605.0,30.24,1,1,2,3,1
Yelahanka,Ardanru,567.0,25.0,1,1,0,0,1
Banashankari Stage VI,Brens7 ,1400.0,70.385,2,0,2,3,3
Green Glen Layout,SoosePr,1715.0,105.0,3,2,0,3,3
Kundalahalli,Roima A,1500.0,235.0,4,2,0,2,4
Bannerghatta Road,Esave E,1846.0,120.0,3,2,0,3,3
Whitefield,AHodsWo,1015.0,56.0,2,3,0,3,2
Thanisandra,SLaceda,1100.0,36.0,2,1,0,3,2
Thanisandra,Soitya ,1965.0,125.0,4,2,0,3,3
Haralur Road,SNnia E,1230.0,67.65,2,1,2,3,2
Lingadheeranahalli,Soiewre,1894.0,114.0,4,1,0,3,3
Jakkur,SoineC ,1950.0,131.0,3,2,2,3,3
Sector 2 HSR Layout,NDpalSe,1231.0,66.0,2,3,0,3,2
Mahadevpura,Neisei ,1236.0,58.0,2,1,0,3,2
Begur,Arera V,1443.0,70.0,2,2,0,3,3
Chandapura,SunceEs,1305.0,33.28,3,1,2,3,3
Kudlu Gate,Sanzaat,1183.0,79.54,2,1,2,3,2
Rajiv Gandhi Nagar,Almid P,1750.0,100.0,3,2,0,0,3
Electronic City,Prarkun,1342.0,90.0,2,1,0,3,2
Motappa Layout,Puodse ,1113.0,52.0,2,1,0,3,2
Devarabeesana Halli,Thionav,1738.0,110.0,3,2,0,3,3
Brookefield,CidgeKn,1206.0,90.0,2,2,0,3,2
Hebbal,Raard B,2790.0,198.0,4,3,2,3,4
Sarjapur  Road,Adeatlm,1857.0,155.0,4,3,0,0,3
Rajaji Nagar,PhestOn,1763.0,240.0,3,2,0,3,2
Chikkalasandra,V2avei ,1290.0,72.0,2,2,0,3,2
Thubarahalli,VincyRe,3408.0,145.0,5,2,0,0,4
Yeshwanthpur,IBityin,1160.0,64.08,2,2,0,3,2
Sarjapur  Road,NVanat ,1750.0,185.0,3,1,0,2,4
Lingadheeranahalli,Soiewre,2240.0,160.0,4,2,0,3,4
Electronics City Phase 1,Shaceop,891.0,26.0,2,1,0,3,2
Ambedkar Nagar,SoechHa,1852.0,125.0,3,2,0,3,3
Chandapura,Siissi ,1323.0,42.0,2,1,0,3,3
Vittasandra,Prlla C,1404.0,67.5,2,1,0,3,2
Gollarapalya Hosahalli,Mauner ,1129.0,50.0,2,1,0,3,2
Mahalakshmi Layout,Asmosz ,1876.0,150.0,3,1,0,3,3
Brooke Bond First Cross,Soosea ,1720.0,95.0,3,1,0,3,3
Mysore Road,PrntaEn,1175.0,86.68,2,2,0,3,2
Hosa Road,Sosisic,1893.0,130.0,3,2,2,3,3
Whitefield,JahanSa,1430.0,52.0,3,2,0,3,3
Green View Layout,DSeme S,850.0,45.0,2,2,0,0,2
CV Raman Nagar,Pu270a ,1392.0,110.0,2,1,2,3,2
Kanakpura Road,GolusLi,1938.0,105.0,3,3,2,3,3
HBR Layout,Giersin,1832.0,160.0,3,2,0,3,3
Jakkur,HRaniIb,1432.0,85.0,2,1,0,3,2
Kanakpura Road,Puestol,1843.0,96.2,3,2,0,3,3
Hulimavu,NiarkHy,1916.0,150.0,2,1,2,3,3
Old Madras Road,Brica E,2640.0,170.0,2,1,2,3,2
Bommanahalli,Maoseer,1160.0,53.0,2,3,0,3,2
Lakshminarayana Pura,RothaVa,1200.0,80.0,2,1,0,0,2
Ramagondanahalli,Reitice,1500.0,100.0,3,3,0,1,3
Electronic City Phase II,MJtroty,1336.0,50.35,2,3,2,3,3
Choodasandra,Maidsr ,1065.0,46.0,2,1,0,0,2
Hebbal,Prersis,1294.0,115.0,2,1,0,3,2
Rachenahalli,Sovar S,1550.0,68.5,3,2,0,3,3
Whitefield,Prtates,1216.0,75.0,2,1,2,3,2
7th Phase JP Nagar,Brnia G,1430.0,102.0,2,1,0,3,3
Frazer Town,Emsisy ,4100.0,660.0,4,3,2,3,4
Hoodi,GoAirej,1660.0,125.0,3,2,2,3,3
Thanisandra,MenueNo,1430.0,56.0,2,3,0,3,3
Hennur Road,DSreerk,1470.0,75.0,2,1,0,3,3
Jalahalli,Vaniai ,1045.0,76.77,2,1,0,3,2
Hebbal,Brium C,4000.0,359.0,6,0,0,3,4
Anjanapura,ACopsva,950.0,30.0,2,0,0,0,2
Doddathoguru,SKterAs,1382.0,65.0,3,1,0,3,3
Sarjapur  Road,DSndsod,1660.0,116.0,2,2,0,3,3
Vijinapura,Vadidpl,1290.0,71.95,2,2,0,3,2
Whitefield,JahanSa,1010.0,45.0,2,1,0,0,3
Brookefield,Sringlv,3050.0,130.0,4,1,0,0,4
Dodda Nekkundi,Adxira ,1200.0,71.0,2,2,0,3,2
Budigere,PrityTr,1636.0,88.0,3,2,0,3,3
Rajaji Nagar,PhestOn,2367.0,320.0,3,2,0,3,3
Budigere,PrityTr,1153.0,56.55,2,2,0,3,2
Hegde Nagar,SoisoCa,2087.01,160.0,4,2,0,3,3
LB Shastri Nagar,MancyRe,1200.0,47.0,2,1,0,3,2
HSR Layout,SrisePo,1844.0,89.0,3,1,0,3,3
Begur Road,Dhalsh ,1215.0,43.75,2,1,0,3,2
Chennappa Layout,VaireSo,1220.0,52.0,2,2,0,0,2
Kanakpura Road,PrarePa,525.0,26.0,1,1,2,3,1
Bommasandra,SSestth,955.0,37.97,2,1,2,3,2
Magadi Road,Vrenty ,884.0,48.0,2,1,2,3,2
Dodda Nekkundi,FetatHa,2400.0,300.0,4,2,0,2,3
Harlur,Shodsir,2990.0,225.0,4,1,0,3,4
Bellandur,SRageri,1195.0,52.0,2,1,0,3,2
Sarjapur  Road,AsastDe,984.0,45.75,2,1,2,3,2
Bommasandra,TCncyn ,1089.0,40.0,2,1,0,3,2
Hennur Road,Orens G,1165.0,52.0,2,1,2,3,2
Hennur,Puveshe,1482.0,110.0,3,1,2,3,3
Kanakapura,GoityEt,1938.0,113.0,3,3,2,3,3
Mico Layout,Inasy E,1140.0,43.0,2,2,0,3,2
Hegde Nagar,Sotosty,3734.0,430.0,5,1,0,2,4
Tejaswini Nagar,Raood R,720.0,28.0,1,2,0,3,1
Richards Town,Alnorrm,1100.0,90.0,2,1,0,0,2
Rachenahalli,Sovar S,1550.0,73.5,2,2,0,3,3
Chikbasavanapura,SatonLi,1220.0,60.0,2,2,0,3,2
Sarjapur  Road,DSlesSp,1347.0,44.0,2,1,0,3,3
Lake City,Prdenth,600.0,22.8,1,1,0,3,1
Whitefield,Prtates,2321.0,157.0,4,1,2,3,3
Bhagyalakshmi Avenue,Prineth,540.0,24.0,1,2,0,3,1
Sonnenahalli,Skacak ,1484.0,75.0,3,1,0,0,3
Ramagondanahalli,Srdor S,1680.0,68.0,2,1,0,3,3
Sarjapur  Road,Usquaya,1105.0,40.0,2,2,0,3,2
Vidyaranyapura,Invenai,1200.0,60.5,2,2,0,3,2
Whitefield,Chllea ,4007.0,530.0,4,3,0,2,4
Electronic City,Itelaa ,550.0,16.0,2,1,0,3,2
Rajaji Nagar,PhestOn,2409.0,395.0,3,3,0,3,3
Old Airport Road,Canoroy,1055.0,75.0,2,3,0,0,2
Hosa Road,Mahesr ,1541.0,69.61,3,1,2,3,3
Whitefield,Veitaus,1224.0,75.0,2,2,0,3,2
Kambipura,Prrtht ,883.0,39.0,2,1,0,0,2
Yeshwanthpur,IBityin,1676.0,92.13,3,1,0,3,3
Shree Ananth Nagar Layout,PrinePr,1154.0,57.0,2,1,0,0,2
Kanakpura Road,Hahtsya,1610.0,78.5,3,3,0,3,3
Devasthanagalu,CMhidal,1057.0,42.0,2,1,0,3,2
Raja Rajeshwari Nagar,Prllsan,1157.0,65.0,2,1,2,3,2
Gulimangala,Daxir E,980.0,35.0,2,3,0,3,2
Sarjapur  Road,Vaine S,1140.0,40.0,2,1,0,3,2
Raja Rajeshwari Nagar,GrrvaGr,1206.0,40.7,2,1,0,3,2
Koramangala,K ncy R,1600.0,170.0,3,1,0,3,3
Tunganagara,DSdidSp,1270.0,35.56,2,1,2,3,3
Electronic City,Prarkun,1128.0,63.5,2,1,2,3,2
Electronics City Phase 1,Shiaa S,640.0,45.0,1,1,0,3,1
Kanakapura,SPavenc,1090.0,38.15,2,2,0,3,2
Electronic City,Itvir M,589.0,29.0,1,1,0,3,1
Sarjapur  Road,Adeatlm,3150.0,500.0,4,2,0,2,4
Kundalahalli,Viuliap,1315.0,74.0,2,3,0,3,2
Bellandur,AkonyHa,1435.0,115.0,2,2,0,3,3
Kadugodi,Alestrb,1314.0,80.0,2,3,2,3,2
Koramangala,Gencysi,1260.0,100.0,2,1,0,3,2
Mysore Road,PrawnRa,1082.0,45.0,2,1,2,3,3
Hennur Road,DSeldpr,1052.0,34.72,2,1,2,3,2
Kodigehaali,Shyas S,1442.0,80.0,3,2,0,0,3
Kaggadasapura,SrncyRe,1500.0,75.0,2,2,0,3,3
Marsur,Asara S,497.0,20.0,1,1,0,3,2
Hennur,Shateor,1255.0,53.57,2,1,0,3,2
Kundalahalli,Roima A,2100.0,150.0,3,2,0,0,3
Hennur Road,Eltert ,1450.0,80.0,2,2,0,0,2
Sarjapur  Road,PualeSk,1346.0,69.61,2,1,2,3,2
Electronic City Phase II,Assha A,925.0,49.82,2,1,0,3,3
Lingadheeranahalli,Shiumi ,1768.0,81.31,3,3,2,3,3
Gubbalala,MauilTr,1745.0,130.0,3,2,0,0,3
Byadarahalli,ETntsce,3500.0,425.0,3,3,0,3,4
Sonnenahalli,AdtusAn,1550.0,50.0,3,1,0,3,3
Rajiv Nagar,PuoodSk,2340.0,160.0,5,1,0,3,4
Whitefield,Prtates,1655.0,113.0,3,2,2,3,3
Battarahalli,PaontWa,2024.0,103.0,3,2,2,3,3
Siddapura,PrstaLa,3100.0,425.0,5,0,0,0,4
Jalahalli,AFe 3Ph,1575.0,100.0,4,3,0,3,3
Iblur Village,DNionfl,1920.0,130.0,3,2,2,3,3
Sarjapur  Road,Adeatlm,6200.0,744.0,4,2,0,0,4
Kambipura,Prrtht ,1082.0,55.0,2,1,0,3,3
BTM 2nd Stage,Jancyva,1265.0,55.0,2,3,0,3,3
Vittasandra,Prlla C,1246.0,67.4,2,1,0,3,2
Hosa Road,Skume R,615.0,43.08,1,1,2,3,1
7th Phase JP Nagar,Prhna S,1128.0,60.0,2,1,0,3,2
Tirumanahalli,AmiewLa,1260.0,55.0,2,1,0,3,2
Bellandur,OriewLa,1830.0,89.89,3,3,0,3,3
Yelahanka,Prensya,602.0,30.0,2,1,2,3,1
Hegde Nagar,Golmsn ,1835.0,89.0,3,3,0,3,3
Kanakpura Road,JRrnauv,1250.0,62.6,3,3,0,0,3
Murugeshpalya,Vestas ,1855.0,96.0,3,3,0,3,3
Kanakpura Road,JRrnauv,1450.0,60.91,3,3,0,3,3
Sarjapur  Road,PraleSi,2089.0,148.0,3,2,0,3,3
Haralur Road,NRowse ,1464.0,56.0,3,2,0,3,3
Begur Road,Dhalsh ,1200.0,44.73,2,2,0,0,2
Sarjapur,Coa 3t ,1095.0,45.0,2,1,0,3,2
Ambedkar Nagar,Thessrm,2900.0,297.0,3,2,0,2,3
BTM 2nd Stage,Saarlth,2500.0,345.0,3,2,0,3,3
Kothanur,EiionCa,1170.0,80.0,3,2,0,0,3
6th Phase JP Nagar,HMinebo,1280.0,88.0,2,1,0,3,2
Rajaji Nagar,Puwerun,1224.0,105.0,2,0,2,3,2
Thanisandra,Soitya ,1694.0,125.0,3,1,0,0,3
Electronic City,KBityo ,825.0,30.0,2,1,0,3,2
Chandapura,SunceEs,985.0,25.12,2,1,2,3,2
Murugeshpalya,Sahtsi ,1175.0,75.0,2,2,0,3,2
Whitefield,SneurGr,1740.0,85.0,3,3,0,0,3
Carmelaram,DSensn ,1770.0,99.0,3,2,0,3,3
Horamavu Agara,S2ionrn,1090.0,46.0,2,1,2,3,2
Jogupalya,Ranor M,1800.0,130.0,3,1,0,3,3
Jigani,DLhtsan,1221.0,65.0,3,3,0,3,3
8th Phase JP Nagar,Maian M,1046.0,48.0,2,1,2,3,2
Uttarahalli,Ayaya A,1290.0,56.12,2,3,0,3,3
Electronic City Phase II,Sryalan,1065.0,30.76,2,1,2,0,2
Ambedkar Nagar,SoechHa,1850.0,121.0,4,2,0,3,3
Battarahalli,SraveHi,1097.0,49.0,2,1,0,3,2
Kalena Agrahara,Mykyayi,1200.0,70.0,3,2,0,3,2
Anekal,Aavelis,1140.0,52.0,2,2,2,3,2
Padmanabhanagar,Shers S,1150.0,50.0,2,0,0,3,2
Babusapalaya,Veisear,1245.0,58.0,2,2,0,3,2
Vasanth nagar,Prian E,4750.0,948.0,6,1,2,3,4
Brookefield,Mapleer,1594.0,140.0,3,2,0,3,3
Chandapura,SunceEs,645.0,16.45,1,1,2,3,1
Kanakpura Road,PrarePa,700.0,36.0,2,2,2,3,2
Raja Rajeshwari Nagar,Arnis A,1000.0,50.0,2,0,0,0,2
Whitefield,Adowslm,4000.0,540.0,5,1,0,2,6
Gopalkrishna Nagar,MJarlPe,1570.0,95.0,2,2,0,3,3
Sarjapur  Road,Adeatlm,1290.0,88.0,2,2,0,3,2
Langford Gardens,Soond R,2777.29,649.0,5,2,2,3,3
Shanti Nagar,VentsAp,2250.0,180.0,3,0,0,3,3
Defence Colony,Inshath,1270.0,172.0,2,0,0,0,2
Akshayanagara East,Prncyay,1145.0,44.0,2,2,0,3,2
Electronic City Phase II,Sryalan,1065.0,30.75,2,1,2,0,2
Whitefield,MKensi ,1650.0,48.0,3,2,2,0,3
Sarjapur  Road,PualeSk,1371.0,86.0,2,1,2,3,2
Electronic City,Goty  E,1575.0,94.5,3,1,0,3,3
Yelahanka,Prensya,1362.0,66.0,2,2,2,3,2
Bettahalsoor,Toainnt,3210.0,353.0,2,2,2,0,5
Haralur Road,Ozensve,1255.0,90.0,3,1,0,3,3
Electronics City Phase 1,DSrry S,1088.0,30.46,2,1,2,3,2
Yelahanka,NCowsar,1234.0,80.0,2,2,0,3,2
Sarjapur  Road,PraleSi,2140.0,139.0,3,2,0,3,3
Thubarahalli,ShdhiSa,1584.0,101.0,3,2,0,3,3
Whitefield,BMttaor,1175.0,50.0,2,2,0,3,2
Chandapura,SunceEs,645.0,16.45,1,1,2,3,1
Dodda Nekkundi,Vandaac,1585.0,79.0,2,2,0,3,3
Hebbal,Mahosya,1740.0,137.0,2,1,0,3,3
Rachenahalli,AsNowre,985.0,50.17,2,1,2,3,2
Begur Road,Pruthg ,1583.0,95.23,3,1,2,3,3
Bannerghatta Road,PrarePa,1115.0,61.74,2,0,2,3,2
Thanisandra,Bhmesy ,1573.0,100.0,3,2,2,3,3
Yemlur,Saensar,1210.0,60.0,2,1,0,3,2
Raja Rajeshwari Nagar,Nencei ,1485.0,63.0,2,2,0,3,3
Haralur Road,DSimaUl,1735.0,97.0,3,2,0,3,3
Hebbal Kempapura,Goateds,1730.0,175.0,3,2,0,3,3
Sector 1 HSR Layout,Spngsin,1684.0,86.0,3,2,0,3,3
Sai Gardens,Alivae ,1686.0,77.0,3,3,0,3,3
Green Glen Layout,Soionar,1600.0,105.0,3,3,0,0,3
Bannerghatta Road,SNity S,1655.0,95.0,3,3,0,3,3
Hennur,Bront A,1830.0,121.0,3,3,0,3,3
Hebbal,Arcia S,1430.0,85.0,3,1,2,3,3
Judicial Layout,HRnyaAn,1989.0,155.0,4,3,0,3,3
Sarjapur  Road,MamelKa,1044.0,55.0,2,2,0,3,2
Banashankari,Sksia A,1426.0,85.0,3,2,0,3,3
Choodasandra,GRhtiru,1115.0,50.0,2,2,0,3,2
Yelahanka,Prdomt ,1000.0,29.0,2,1,0,3,2
Electronic City Phase II,Sryalan,1140.0,33.06,2,1,2,0,2
Gulakamale,SLenssh,1200.0,50.0,2,3,0,0,2
Malleshwaram,Aaentpa,580.0,45.0,1,1,0,0,1
Munnekollal,Sadhii ,1030.0,50.36,2,1,2,3,2
Mahalakshmi Puram,SKthaAa,1950.0,132.0,3,3,0,3,3
Kundalahalli,Dieldli,1724.0,125.0,3,1,0,3,3
Kothanur,Bisic C,1400.0,65.0,2,2,0,0,2
Bharathi Nagar,ReudePr,1300.0,55.86,2,2,0,0,2
Kanakpura Road,Soazak ,1332.0,108.0,2,1,2,3,2
Abbigere,SLtias ,1000.0,41.0,2,1,0,3,2
Electronic City,GMown E,1070.0,48.0,2,1,0,3,2
Sarjapur  Road,Reciale,1600.0,85.0,3,1,0,3,3
Electronic City,GMown E,1025.0,54.0,2,1,0,3,2
Choodasandra,GRhtiru,1220.0,56.0,3,2,0,3,3
Sarjapur  Road,Adeatlm,2180.0,180.0,4,3,0,3,3
Jakkasandra,LuntsAp,1600.0,102.0,3,2,0,3,3
Whitefield,Mithmn ,1270.0,110.0,2,1,0,0,2
Jakkur,SoineC ,1932.47,183.0,3,2,2,3,3
Jalahalli,Tahtsla,2086.0,160.0,3,2,0,3,3
Old Madras Road,SheldGr,1165.0,51.42,2,1,2,3,2
Rajaji Nagar,Brway G,1440.0,165.0,2,2,0,3,2
Chandapura,KHityry,740.0,22.0,1,1,0,0,2
