location,total_sqft,price,bath_processed,balcony_processed,availability_encoded,area_type_encoded,size_cleaned
Kanakpura Road,1843.0,85.0,3,2,0,0,3
Ananth Nagar,1000.0,25.0,2,3,2,3,2
Koramangala,1642.0,115.0,2,1,0,3,3
TC Palaya,1200.0,66.0,2,0,0,2,3
Austin Town,975.0,60.0,2,1,0,3,2
Bisuvanahalli,1075.0,44.0,2,1,0,3,3
Panathur,1210.0,77.93,2,1,2,3,2
Rammana Layout,2000.0,100.0,3,2,0,3,3
Akshaya Nagar,1225.0,68.0,2,0,0,3,2
Jakkur,1290.0,80.04,2,1,0,3,2
Remco Bhel Layout,1220.0,56.0,2,0,0,0,2
A Narayanapura,1500.0,85.0,2,0,0,2,1
Kaggadasapura,1361.0,79.0,2,2,0,3,2
Frazer Town,2801.25,462.0,4,1,0,2,5
1st Phase JP Nagar,1394.0,85.0,2,2,0,0,2
Yelahanka,870.0,27.0,2,1,0,3,2
Marasandra,5000.0,300.0,5,3,0,2,4
Rajaji Nagar,1222.0,98.0,2,2,2,3,2
Hebbal,1420.0,99.39,2,1,0,3,2
Bellandur,1846.0,135.0,3,2,0,3,3
Benson Town,1688.12,270.0,2,1,0,2,2
Yeshwanthpur,1167.0,64.08,2,2,0,3,2
Ananth Nagar,902.0,25.0,2,2,0,3,2
Kannamangala,2422.0,135.0,4,3,0,3,4
Rachenahalli,1050.0,52.5,2,2,0,3,2
Rajapura,1000.0,50.0,2,0,0,0,2
Kundalahalli,1260.0,58.0,2,0,0,0,2
Banashankari Stage II,3000.0,450.0,3,2,0,0,3
Jigani,939.0,39.0,2,2,0,3,2
Konanakunte,1590.0,150.0,6,1,0,2,9
Jalahalli,600.0,37.0,1,0,0,2,1
8th Phase JP Nagar,1298.0,59.0,2,1,0,0,2
Marathahalli,1710.0,135.0,3,2,0,3,3
Subramanyapura,1000.0,45.0,2,1,0,3,2
Ramagondanahalli,3350.0,150.0,3,3,0,3,3
Bagalakunte,1200.0,138.0,4,1,0,2,2
RPC layout,1100.0,68.0,2,2,0,0,2
Jalahalli,615.0,46.0,1,1,0,3,1
Sarjapur  Road,1350.0,85.0,2,1,2,3,2
Sultan Palaya,5000.0,325.0,5,2,0,0,4
Cunningham Road,2700.0,501.0,3,1,0,3,3
Vijaya Bank Layout,4000.0,460.0,6,2,0,2,6
Hegde Nagar,1718.0,130.0,3,2,0,3,3
7th Phase JP Nagar,1680.0,112.0,3,2,0,3,3
Hulimavu,1500.0,90.0,2,0,0,2,2
Sarjapur  Road,1157.0,72.0,2,1,2,3,3
Akshaya Nagar,1179.0,51.0,2,1,0,3,2
Hulimavu,1255.0,60.48,2,0,0,3,2
Phase 1 Kammasandra,1105.0,28.18,2,2,2,3,2
Banashankari,1800.0,175.0,3,2,0,3,3
Jalahalli East,1010.0,52.0,2,1,0,3,2
Electronic City,630.0,46.0,1,1,2,3,1
Anekal,1200.0,36.1,2,1,2,2,2
Kaval Byrasandra,1025.0,60.0,2,1,0,3,2
Hennur Road,1195.0,59.0,2,2,0,3,2
Whitefield,1012.0,58.0,2,1,2,3,2
Hegde Nagar,1884.0,118.0,4,2,0,3,3
Sarjapura - Attibele Road,1090.0,37.0,2,1,0,3,2
Kathriguppe,1300.0,77.99,3,2,0,3,3
Amblipura,2950.0,250.0,4,2,0,3,4
Harlur,1710.0,85.0,3,3,0,3,3
Uttarahalli,1500.0,68.0,3,1,0,3,3
Kodichikkanahalli,1310.0,53.0,2,2,0,3,3
Dommasandra,674.0,19.9,1,1,2,3,2
Hoodi,1350.0,70.0,3,2,0,0,3
Hennur Gardens,1464.0,115.0,2,2,0,0,3
Marsur,715.0,29.0,2,1,0,0,3
Electronic City,1400.0,40.45,2,1,2,0,3
Electronic City Phase II,1625.0,48.75,2,2,2,3,3
Electronic City,1065.0,30.76,2,1,2,0,2
Kumaraswami Layout,510.0,70.0,4,1,0,2,6
HMT Layout,1385.0,90.0,3,3,0,3,3
CV Raman Nagar,1040.0,50.0,2,1,0,3,2
Haralur Road,1817.0,110.0,3,2,0,3,3
Volagerekallahalli,1205.0,47.0,2,1,0,3,2
Volagerekallahalli,1070.0,33.43,2,2,0,3,2
Kodathi,1070.0,52.0,2,1,0,3,2
Amruthahalli,1340.0,75.0,2,1,0,3,2
Kalena Agrahara,980.0,35.0,2,2,0,3,2
8th Phase JP Nagar,1006.0,44.0,2,0,0,0,2
Thanisandra,1098.0,71.0,2,1,0,3,2
Mico Layout,1200.0,53.5,2,1,0,0,2
Thigalarapalya,4190.0,325.0,4,1,0,3,4
Sarjapur  Road,1019.0,62.0,2,1,0,3,2
Whitefield,1150.0,40.21,2,2,2,3,2
Anekal,1733.5,120.0,3,1,0,2,3
Yeshwanthpur Industrial Suburb,1415.0,120.0,2,2,0,3,2
"Electronic city Phase 1, ",1750.0,58.0,3,2,2,0,3
Raja Rajeshwari Nagara,1537.0,81.0,3,2,2,3,3
Chennappa Layout,1050.0,45.0,2,2,0,0,2
Kanakpura Road,1452.0,55.6,3,3,0,3,3
Domlur,1246.0,95.0,2,1,0,3,2
Yelahanka,1890.0,85.0,4,2,0,0,3
Electronic City Phase II,972.0,40.0,2,1,2,3,2
5th Block Jayanagar,10624.0,2340.0,4,2,0,2,4
Brookefield,1500.0,160.0,5,3,0,2,4
Electronic City,630.0,33.7,1,1,2,3,1
Kothanur,1050.0,80.0,5,0,2,2,8
Shingapura,1255.0,60.0,2,1,0,0,3
Ramamurthy Nagar,1900.0,185.0,4,2,0,2,4
Doddaballapur,2440.0,142.0,3,1,0,2,3
Kanakpura Road,1938.0,92.69,3,3,2,3,3
Bannerghatta Road,1711.0,125.0,3,2,0,3,3
Nagarbhavi,1200.0,240.0,4,3,0,2,5
CV Raman Nagar,1392.0,95.0,2,1,2,3,2
Haralur Road,1225.0,77.0,2,1,2,3,2
Sarjapur  Road,3418.0,235.0,3,1,0,3,4
Green Glen Layout,1750.0,120.0,3,2,0,3,3
Subramanyapura,1260.0,80.0,2,1,0,3,3
Sarjapur  Road,691.0,31.1,1,1,2,3,1
BTM 2nd Stage,2400.0,400.0,3,2,0,2,4
Haralur Road,1285.0,78.0,2,1,0,3,2
Hebbal,1590.0,96.0,3,2,0,0,3
9th Phase JP Nagar,1571.0,65.0,3,2,0,3,3
Hebbal Kempapura,2800.0,220.0,5,1,0,0,5
Garudachar Palya,1060.0,48.66,2,1,0,3,2
Hennur,1255.0,58.0,2,1,0,3,2
Govindapura,702.0,65.0,4,0,0,2,4
Lal Bahadur Shastri Nagar,2400.0,185.0,2,2,0,2,3
Bannerghatta Road,1520.0,81.0,2,3,0,3,3
Kanakpura Road,1430.0,70.99,2,3,0,3,3
Gollahalli,1170.0,45.51,2,1,0,3,2
OMBR Layout,1580.0,75.0,3,2,0,3,3
Ardendale,1777.26,89.0,3,2,0,3,3
Raja Rajeshwari Nagar,1303.0,55.78,2,2,0,3,2
Kodichikkanahalli,1680.0,59.0,2,3,0,0,2
Whitefield,1495.0,70.0,2,3,0,0,3
Yelahanka,1835.0,108.0,3,1,2,3,3
Banjara Layout,610.0,60.0,3,1,0,2,3
Nagawara Junction,1080.0,38.0,2,2,0,0,2
Electronic City,1025.0,29.61,2,1,2,0,2
Haralur Road,1225.0,67.48,2,1,2,3,2
Balagere,656.0,34.77,1,1,2,3,1
Sarjapur  Road,994.0,45.0,2,2,0,3,2
Thirupalya,1025.0,65.0,2,1,0,3,2
Marathahalli,1156.0,52.0,2,2,0,0,2
JP Nagar,1250.0,60.0,2,2,0,3,2
Kundalahalli,3092.0,230.0,4,3,0,0,4
Hegde Nagar,1930.0,122.0,4,2,0,3,3
New Thippasandra,1020.0,70.0,2,1,0,0,2
Kumaraswami Layout,1310.0,70.0,2,1,0,0,3
Jalahalli,610.0,27.565,1,0,2,3,1
Kanakpura Road,1322.0,70.0,2,3,0,0,2
Kothanur,1160.0,57.0,2,2,0,3,2
5th Block Hbr Layout,1100.0,48.0,2,2,0,3,2
Lakshminarayana Pura,1720.0,150.0,3,3,0,0,3
Hosur Road,1689.0,103.0,3,2,2,3,3
Chikkalasandra,1090.0,47.42,2,1,0,3,2
KR Puram,2000.0,75.0,2,0,0,3,2
Venugopal Reddy Layout,1155.0,69.0,2,2,0,3,2
Vishveshwarya Layout,4000.0,230.0,6,0,0,0,6
Sarjapur  Road,3913.0,176.0,5,0,2,0,4
Hebbal,3520.0,320.0,5,2,0,3,3
JP Nagar,1125.0,39.98,2,2,2,3,2
Yelahanka,1847.0,92.0,3,3,2,0,3
7th Phase JP Nagar,1515.0,76.0,2,1,0,3,3
Raja Rajeshwari Nagar,3450.0,225.0,7,2,0,2,8
Yelahanka,2500.0,120.0,3,1,0,2,5
Sarjapur  Road,1130.0,55.0,2,2,0,0,2
Bellandur,1049.0,51.0,2,1,0,3,2
Amruthahalli,2650.0,175.0,4,0,0,3,3
Varthur Road,850.0,25.4,2,1,2,3,2
Badavala Nagar,1842.0,115.0,3,2,2,3,3
Govindaraja Nagar Ward,2600.0,370.0,5,3,0,2,5
Jakkur,1282.0,72.0,2,1,2,3,2
Kalena Agrahara,800.0,40.0,2,1,0,3,2
Gidada Konnenahalli,1200.0,240.0,4,2,0,2,4
Chandapura,1190.0,30.35,2,2,2,3,3
Magadi Road,1318.0,68.0,2,1,2,3,3
Kanakpura Road,1698.0,105.0,2,1,2,3,2
Jayanagar,2030.0,182.0,2,1,0,3,3
Kammasandra,1276.0,31.9,2,1,0,3,3
Shikaripalya,1555.0,67.0,2,1,0,3,3
Sarjapur  Road,1881.0,145.0,3,2,2,3,3
frazertown,2900.0,325.0,3,2,0,3,3
Yelahanka,1890.0,109.0,3,2,2,3,3
M V Extenstion,900.0,135.0,5,2,0,3,5
Old Madras Road,935.0,32.0,2,1,2,3,2
Cox Town,1000.0,58.0,2,3,0,3,2
Singasandra,1510.0,75.0,3,2,0,3,3
Uttarahalli,1120.0,50.0,2,1,0,0,2
Ananth Nagar,930.0,25.99,2,1,0,3,2
Electronic City,1160.0,42.0,2,2,0,3,3
Raja Rajeshwari Nagar,1419.0,48.1,2,2,0,3,2
Talaghattapura,1175.0,62.0,2,2,0,3,2
Bellandur,1350.0,63.0,2,1,0,0,3
Malleshwaram,2215.0,330.0,3,2,0,3,3
Attibele,996.0,24.9,2,1,0,3,2
Anjanapura,1076.0,30.13,2,1,2,3,2
Off Bannergatta road,2180.0,115.0,4,3,0,3,4
Kasavanhalli,1715.0,112.0,3,3,0,3,3
Hebbal,1072.0,45.0,2,2,0,3,2
Panathur,1230.0,80.0,2,1,0,3,2
Murugeshpalya,1600.0,65.0,2,1,0,3,3
Thanisandra,1411.0,93.25,3,1,2,3,3
Rayasandra,3600.0,145.0,5,3,0,0,5
Jalahalli,2404.0,138.0,3,2,0,3,3
Sahakara Nagar,1200.0,190.0,4,2,0,2,4
Nagarbhavi,1200.0,226.0,3,2,2,2,3
Doddathoguru,1208.0,45.0,3,1,0,0,3
Yeshwanthpur,1700.0,300.0,5,2,0,2,5
Haralur Road,1225.0,69.84,2,1,2,3,2
Hebbal,1162.0,69.0,2,1,2,3,2
Thanisandra,1262.0,65.0,2,1,0,3,3
Konanakunte Cross,1050.0,35.0,2,2,2,3,2
Electronic City Phase II,1160.0,33.51,2,1,2,0,2
Channasandra,1500.0,61.95,3,1,2,2,3
Vaderahalli,1610.0,85.0,3,3,0,3,3
Whitefield,1340.0,41.0,2,2,0,3,2
Sarjapur  Road,2275.0,182.0,4,2,0,3,3
Budigere,1162.0,58.0,2,1,0,3,2
Manorayana Palya,1500.0,145.0,2,0,0,0,2
Hiremath Layout,3150.0,135.0,3,1,0,2,4
Hosa Road,1170.0,65.0,2,2,2,3,2
Sarjapur  Road,980.0,25.0,2,1,0,3,2
Channasandra,1800.0,60.0,3,2,0,0,3
Banashankari Stage VI,1423.0,71.73,2,1,2,3,3
Kaggadasapura,1106.0,40.0,2,3,0,3,2
Kereguddadahalli,1105.0,27.6,2,2,0,0,2
Cunningham Road,7500.0,1800.0,6,2,0,2,4
Tirumanahalli,1255.0,56.7,2,1,0,3,2
Sarjapur  Road,1525.0,65.0,2,2,0,3,3
Babusapalaya,1061.0,38.95,2,1,2,3,2
Hoskote near,600.0,29.5,2,2,2,2,2
Electronic City Phase II,1400.0,40.45,2,2,2,3,3
Domlur,2100.0,145.0,3,2,0,3,3
Electronic City,660.0,16.5,1,1,0,3,2
Kengeri,633.0,18.0,1,1,0,0,2
Indira Nagar,1260.0,120.0,2,3,0,3,2
ITPL,854.0,55.43,2,0,0,3,2
Hennur Road,2047.0,67.55,3,2,2,3,3
"Haralur Road, ",2597.0,189.0,4,3,0,0,4
Bellandur,1211.0,63.0,2,1,0,0,2
Hennur Road,1904.0,129.0,3,2,0,3,3
Balagere,1205.0,73.87,2,1,2,3,2
Yeshwanthpur,1164.0,64.08,2,2,0,3,2
Mahaganapathy Nagar,1410.0,73.0,2,2,0,3,2
Green View Layout,1150.0,42.0,2,1,0,0,2
Udayapur Village,1170.0,53.11,2,2,2,3,2
Hennur,1420.0,62.0,2,1,0,0,2
Panathur,1125.0,45.0,2,2,0,3,2
NRI Layout,1789.0,75.0,3,3,0,0,3
Hulimavu,1021.0,76.0,2,1,0,3,2
Ananth Nagar,1074.0,26.85,2,2,2,3,2
Kalena Agrahara,1222.0,48.0,2,3,0,3,2
Hennur Road,1981.0,134.0,3,1,0,3,3
Yelachenahalli,1103.0,55.0,2,2,0,0,2
Adugodi,1201.0,65.0,2,1,0,3,2
Sarjapur  Road,970.0,36.0,2,1,0,3,2
Sarjapur,920.0,33.0,2,2,0,3,2
Yeshwanthpur,1520.0,85.0,3,3,0,3,3
Chikkathoguru,675.0,75.0,3,2,0,2,3
Sonnenahalli,1268.0,75.0,2,1,2,3,3
Thippasandra,660.0,30.0,1,0,0,3,1
Harlur,1755.0,115.0,3,2,0,3,3
Hoskote,945.0,35.0,2,1,0,3,2
8th Phase JP Nagar,500.0,33.0,1,1,2,1,1
Harlur,2650.0,153.5,4,0,0,3,4
Bommenahalli,1632.0,140.0,3,0,0,0,4
Rachenahalli,1167.0,37.5,2,2,0,3,2
Domlur,1276.0,80.0,2,2,0,3,2
Thanisandra,1234.0,51.0,2,2,0,0,2
Lakshminarayana Pura,1180.0,75.0,2,1,0,3,2
ISRO Layout,1370.0,87.0,2,2,0,3,3
Chandapura,1015.0,25.88,2,2,2,3,2
RK Colony,1200.0,230.0,9,3,0,2,9
Electronic City,1400.0,90.0,3,1,0,0,3
Whitefield,1500.0,155.0,6,3,0,2,5
Bagalakunte,1050.0,40.0,2,0,0,2,2
Ramagondanahalli,1251.0,46.0,2,1,2,3,2
Yeshwanthpur,1677.0,92.13,3,1,0,3,3
Sarjapur  Road,1346.0,67.38,2,1,2,3,2
Electronic City Phase II,1090.0,31.48,2,1,2,0,2
2nd Stage Nagarbhavi,1200.0,240.0,4,3,0,2,5
Kanakapura,1290.0,51.1,2,3,0,3,3
Rajaji Nagar,7514.0,1500.0,7,3,2,3,5
Sarjapur  Road,1881.0,145.0,3,2,0,3,3
Garudachar Palya,1150.0,52.0,2,2,0,3,2
2 Bedroom Furnished Farm House in Kolar Road,1556.5949939731809,200.0,2,2,0,2,2
Sarjapur,2690.0,295.0,3,2,0,0,3
Kanakpura Road,1200.0,42.0,2,2,0,3,3
Rajapura,1556.5949939731809,40.0,2,2,0,3,2
Dairy Circle,2735.0,340.0,4,2,0,3,3
Austin Town,950.0,65.0,2,0,0,0,2
Bommasandra Industrial Area,1491.0,40.5,3,3,0,0,3
Ramamurthy Nagar,1050.0,51.66,2,1,2,3,2
Hoodi,1660.0,131.0,3,2,2,3,3
Nagavarapalya,1134.0,55.0,2,2,0,3,2
Hebbal,1100.0,60.0,2,1,0,0,2
Magadi Road,800.0,60.0,4,1,0,2,4
Anekal,1200.0,36.1,2,1,2,2,2
Nagarbhavi,1200.0,240.0,4,3,0,2,4
kg halli jalhalli west,980.0,80.0,3,1,0,2,3
Vasatha Vallbha Nagar,1080.0,37.8,2,1,0,3,2
CV Raman Nagar,705.0,50.0,2,1,0,3,1
BAGUR ROAD,1200.0,35.0,2,2,0,3,3
Anandapura,1200.0,50.0,2,1,0,3,2
Talaghattapura,1804.0,127.0,3,2,2,3,3
Sidedahalli,750.0,20.0,2,0,0,0,2
Shanti Nagar,420.0,25.0,1,1,0,3,2
Malleshwaram,2800.0,252.0,4,2,0,0,4
Battarahalli,1090.0,38.37,2,2,2,3,2
R.T. Nagar,1500.0,230.0,2,0,0,2,2
Electronic City,1287.0,55.0,3,1,0,0,3
Thigalarapalya,2215.0,157.0,4,2,0,3,3
Kadubeesanahalli,2800.0,375.0,4,2,0,2,4
Sarjapur  Road,1045.0,42.15,2,2,0,0,2
Hormavu,1263.0,47.36,2,1,2,3,2
Whitefield,1431.0,85.0,3,2,0,3,3
Dommasandra,999.0,32.9,2,2,0,3,2
Vittasandra,1650.0,85.5,3,2,0,3,3
Lavakusha Nagar,1535.0,72.0,3,1,0,3,3
Marathahalli,2524.0,180.0,5,2,2,3,4
Kanakpura Road,1300.0,69.0,3,2,2,3,3
1st Block HRBR Layout,600.0,125.0,3,2,0,2,3
7th Phase JP Nagar,2095.0,150.0,3,2,0,3,3
Yelahanka New Town,284.0,8.0,1,1,0,3,1
Ananth Nagar,500.0,14.0,1,1,2,3,1
Nallurhalli,1265.0,68.0,2,2,0,3,2
Kudlu Gate,1215.0,44.96,2,1,0,3,2
Yelahanka New Town,2200.0,180.0,2,0,0,2,2
Electronics City Phase 1,1028.0,51.0,2,1,0,0,2
Hegde Nagar,1835.0,92.0,2,1,0,3,3
Munnekollal,1800.0,65.0,3,3,0,3,3
1st Phase JP Nagar,2077.0,175.0,3,3,2,3,3
Sarjapur  Road,2880.0,211.0,3,2,0,2,4
Balepet,499.0,89.0,5,0,0,0,6
Dasanapura,708.0,31.15,2,1,0,3,2
Basavangudi,1200.0,120.0,2,3,0,3,2
Hosakerehalli,925.0,46.25,2,1,0,0,2
Bannerghatta Road,2826.0,148.0,3,1,2,0,3
Kanakpura Road,381.0,33.66,1,0,2,1,1
Annasandrapalya,3500.0,150.0,4,0,0,0,4
Bileshivale,5400.0,250.0,4,0,0,2,4
9th Block Jayanagar,1000.0,200.0,5,2,0,2,4
Amruthahalli,1450.0,90.0,2,1,0,0,3
Kasavanhalli,1100.0,65.0,2,1,0,3,2
Kadubeesanahalli,1185.0,55.0,2,3,0,3,2
9th Phase JP Nagar,1900.0,80.0,4,2,0,0,4
TC Palaya,1200.0,70.0,2,1,0,2,2
Shettigere,660.0,35.0,1,1,2,3,1
Ambedkar Nagar,1920.0,121.0,4,2,0,3,3
Jalahalli,1200.0,130.0,2,0,0,2,2
Sarjapur  Road,3418.0,222.0,2,0,0,0,4
1st Phase JP Nagar,4550.0,240.0,2,1,0,3,4
Bhoganhalli,1205.0,68.32,2,1,2,3,2
Haralur Road,1200.0,46.0,2,2,0,3,2
Akshaya Nagar,1421.0,73.0,2,2,0,3,3
6th Phase JP Nagar,1250.0,48.9,3,3,2,3,3
Whitefield,524.0,29.0,1,1,2,3,1
HSR Layout,4200.0,245.0,5,1,0,0,5
Thubarahalli,1540.0,90.0,3,1,0,3,3
Sarjapur  Road,984.0,45.91,2,1,2,3,2
Rachenahalli,985.0,50.17,2,1,2,3,2
Whitefield,2830.0,161.0,4,3,2,0,4
Byrasandra,1140.0,60.0,2,3,0,3,2
5th Block Hbr Layout,3600.0,130.0,5,3,0,0,5
Begur Road,1410.0,44.42,2,3,0,3,3
Raja Rajeshwari Nagar,1700.0,86.0,2,2,0,3,3
Devanahalli,1230.0,62.425,2,0,2,3,2
Electronic City,1800.0,700.0,3,2,0,2,4
Dasarahalli,1333.0,86.65,2,1,2,3,2
Electronic City,1258.0,85.5,2,1,0,3,2
Dodda Nekkundi Extension,1458.0,87.0,2,2,0,3,3
Electronic City,1386.0,85.0,2,1,0,0,2
Electronic City Phase II,1140.0,32.92,2,1,2,0,2
 Electronic City,550.0,27.0,1,1,0,0,1
Lakshminarayana Pura,1200.0,83.0,2,3,0,3,2
Belathur,1081.0,39.0,2,1,0,3,2
Whitefield,2135.0,149.0,3,2,0,3,4
Whitefield,2500.0,100.0,4,0,2,0,4
Pampa Extension,1178.0,80.0,2,1,0,3,2
 Devarachikkanahalli,991.0,40.0,2,2,0,3,2
Gottigere,1493.0,90.0,2,3,0,3,3
Subramanyapura,2495.0,130.0,3,3,0,3,3
Kammasandra,1080.0,31.99,2,1,0,3,2
Dasanapura,814.0,53.0,2,1,0,3,2
Electronic City,1025.0,50.0,2,1,0,3,2
Bannerghatta Road,1115.0,61.0,2,1,2,3,2
Whitefield,3075.0,188.0,2,3,0,3,4
RMC YARD,1900.0,162.0,3,0,0,2,7
Whitefield,1760.0,160.0,3,2,0,3,3
Attur Layout,4000.0,150.0,8,1,0,3,7
Marathahalli,3090.0,350.0,4,1,0,0,4
Varsova Layout,2700.0,295.0,4,3,0,0,4
Hanumanth Nagar,1175.0,52.86,2,2,0,3,2
Hebbal,4235.0,364.0,5,3,2,3,4
KR Puram,1100.0,45.0,2,2,0,3,2
Banashankari Stage VI,1200.0,175.0,7,1,0,2,8
Banashankari,1450.0,50.75,2,2,0,3,2
6th Phase JP Nagar,1810.0,131.0,3,3,0,3,3
Gunjur Palya,1426.0,71.0,2,3,0,3,3
Sector 7 HSR Layout,2400.0,195.0,2,3,0,0,3
Kalyan nagar,1100.0,70.0,2,1,0,0,2
Electronic City Phase II,650.0,35.0,1,1,0,3,1
Old Madras Road,1350.0,47.25,3,2,2,3,3
Kaikondrahalli,900.0,27.0,2,1,2,3,2
Billekahalli,1360.0,110.0,2,3,0,3,2
Yeshwanthpur,674.0,36.85,1,1,0,3,1
Whitefield,1655.0,110.0,3,2,2,3,3
Cholanayakanahalli,1300.0,95.0,2,2,0,2,2
"Panathur Road, ",936.0,53.0,1,0,2,0,1
Kaverappa Layout,1277.0,92.0,2,2,0,3,2
Gkvk Layout,1200.0,54.0,2,1,0,3,2
Hormavu,1015.0,39.08,2,1,0,3,2
Budigere,1153.0,60.0,2,2,0,3,2
Kengeri,1035.0,51.5,2,1,0,3,2
KR Puram,3300.0,255.0,3,1,0,0,5
Uttarahalli,1150.0,46.0,2,1,0,3,2
Malleshwaram,1020.0,80.0,2,1,0,3,2
Old Madras Road,3630.0,212.5,6,0,2,3,4
8th Phase JP Nagar,1160.0,95.0,2,1,0,3,2
Bisuvanahalli,1075.0,31.0,2,1,0,3,3
Brookefield,1225.0,72.0,2,2,0,0,2
Benson Town,5000.0,950.0,5,3,0,2,4
Vivek Nagar,1600.0,160.0,2,1,0,2,2
Malleshwaram,600.0,90.0,1,0,0,2,2
Nagappa Reddy Layout,1350.0,60.0,3,2,0,0,3
Kanakpura Road,1300.0,69.0,3,1,2,3,3
Channasandra,830.0,36.28,2,1,2,3,2
Hennur Road,1155.0,69.18,2,1,0,3,2
Sarakki Nagar,3126.0,345.0,5,3,0,3,4
Jalahalli,905.0,55.0,2,2,0,3,2
Vijayanagar,1375.0,75.0,2,0,0,3,3
Rajankunte,1575.0,31.11,2,0,2,2,2
Electronic City,1140.0,33.84,2,2,2,3,2
Hormavu,1550.0,60.0,2,2,0,3,3
Kannamangala,957.0,55.0,2,1,0,3,2
9th Phase JP Nagar,890.0,45.0,2,2,0,0,2
KR Puram,3000.0,235.0,4,2,0,3,4
Electronic City,1070.0,55.0,2,1,0,3,2
Bendiganahalli,2400.0,150.0,5,1,0,2,5
Domlur Layout,2400.0,595.0,4,2,0,2,4
Rachenahalli,925.0,37.0,2,1,0,3,2
Kammasandra,1415.0,60.0,2,2,0,0,2
Mylasandra,500.0,80.0,2,0,0,2,1
Thanisandra,1225.0,37.0,2,1,0,3,2
Hennur Road,2000.0,90.0,4,0,0,0,4
Whitefield,840.0,57.0,1,1,2,3,1
Banashankari Stage III,1560.0,200.0,9,1,0,2,9
Thanisandra,1732.0,112.0,3,1,2,3,3
Parappana Agrahara,1200.0,45.0,1,0,0,2,1
Bhoganhalli,1260.0,69.9,2,1,0,3,2
Doddanakundi Industrial Area 2,1092.0,49.0,2,1,0,3,2
Kachanayakanahalli,827.0,34.0,2,0,0,3,2
Horamavu Banaswadi,1357.0,54.0,2,2,0,3,2
Chamrajpet,650.0,40.0,1,1,0,3,2
7th Phase JP Nagar,1370.0,54.79,2,1,0,3,3
Whitefield,1725.0,106.0,3,2,0,3,3
Jalahalli,1000.0,70.0,2,0,0,0,2
TC Palaya,1350.0,55.0,1,0,0,2,1
7th Phase JP Nagar,3200.0,350.0,4,2,0,2,4
Bellandur,1717.0,110.0,3,2,0,3,3
Kanakpura Road,700.0,34.0,2,1,2,3,2
Shanthi Pura,800.0,32.0,2,1,0,3,2
Rajaji Nagar,2367.0,340.0,4,3,0,3,3
Sonnenahalli,1415.0,65.0,2,1,0,3,3
7th Phase JP Nagar,1976.0,145.0,3,1,2,3,3
Kambipura,883.0,37.01,2,1,0,3,2
Yelahanka,700.0,38.0,1,1,0,3,1
Sarjapur,1445.0,50.0,3,1,0,3,3
Battarahalli,2082.0,104.0,3,2,2,3,3
HSR Layout,1140.0,46.0,2,2,0,3,2
Thanisandra,933.0,66.0,2,1,0,3,2
NRI Layout,800.0,95.5,5,1,0,2,4
Electronic City Phase II,1155.0,57.0,2,1,0,0,2
Whitefield,1130.0,36.0,2,1,0,3,2
Bannerghatta,1200.0,73.2,2,2,0,3,2
Basaveshwara Nagar Yelahanka,1055.0,43.0,2,1,0,3,2
Rajaji Nagar,1555.0,125.0,3,2,0,3,3
Bellandur,1420.0,62.0,3,2,0,3,3
Viviani Road,2214.0,350.0,3,2,2,3,3
Devanahalli,658.0,26.91,1,1,2,3,1
Bhoganhalli,896.9,78.74,2,1,2,1,2
Giri Nagar,4000.0,750.0,3,2,0,2,4
KR Puram,1035.0,40.0,2,2,0,0,2
Whitefield,2064.0,225.0,5,2,0,2,4
Keshava Nagar,1839.0,160.0,3,3,0,3,3
Begur Road,1200.0,44.0,2,2,0,3,2
Yelahanka New Town,488.0,20.0,1,1,0,0,1
Banashankari Stage II,1200.0,198.0,2,1,0,0,3
Sampangirama Nagar,2760.0,140.0,5,1,0,0,5
Gunjur Palya,993.0,42.0,2,2,0,3,2
Hoodi,1225.0,45.0,2,1,0,3,2
TC Palaya,900.0,55.0,2,0,0,2,2
Electronic City,1200.0,150.0,13,0,2,2,9
Sompura,825.0,32.0,2,1,0,0,2
Bellandur,3596.0,359.0,4,2,0,3,4
Hosahalli Extension,1350.0,203.0,4,1,0,2,6
Electronic City Phase II,1800.0,92.0,3,3,0,3,3
Shankarapuram,925.0,100.0,2,1,0,3,2
Kanakpura Road,1167.0,63.0,2,1,2,3,2
Sarjapur,1150.0,41.0,2,1,0,3,2
Byatarayanapura,650.0,50.0,1,1,2,3,1
Sarjapur  Road,675.0,27.0,1,1,0,0,1
Doctor Layout Rayasandra,2260.0,90.0,3,1,0,2,2
Anwar Layout,660.0,32.39,1,0,2,3,1
Whitefield,4800.0,600.0,4,2,0,2,3
Yelahanka New Town,1100.0,58.0,2,1,0,3,2
Pillanna Gardens,550.0,20.0,1,1,0,3,2
Uttarahalli,1330.0,58.0,2,1,0,3,3
Koramangala,1320.0,160.0,2,1,0,3,2
Ulsoor,1685.0,185.0,4,2,0,3,3
Ullal Uppanagar,2400.0,75.0,5,2,0,3,6
Banashankari,1770.0,108.0,3,3,2,3,3
Prithvi Layout,2100.0,125.0,3,3,0,3,3
Pai Layout,1000.0,42.0,2,3,0,3,2
Banashankari Stage VI,600.0,105.0,5,1,0,2,4
Ramamurthy Nagar,2916.0,230.0,5,1,0,2,4
Kanakpura Road,1419.59,65.0,2,1,0,3,3
Kodihalli,1400.0,81.0,3,1,0,3,3
Horamavu Agara,750.0,37.49,2,1,0,0,2
